task_id,task_type,complexity,assigned_to,duration_minutes,resolved,user_feedback,previous_attempts,urgency,automation_possible,efficiency_index
3677,HR,1,AI,31,Yes,4,1,High,No,0.129
3678,Billing,2,Human,24,No,3,3,Medium,No,0.125
3679,HR,3,Human,25,Yes,5,2,Low,No,0.2
3680,Customer Support,5,Human,7,Yes,1,2,Low,No,0.143
3681,HR,2,Human,38,Yes,4,0,High,No,0.105
3682,Billing,2,Human,55,Yes,4,1,Medium,No,0.073
3683,Customer Support,4,Human,52,Yes,5,3,Low,No,0.096
3684,HR,5,AI,60,Yes,5,0,High,No,0.083
3685,Customer Support,3,AI,30,Yes,2,0,Low,No,0.067
3686,HR,2,AI,49,Yes,4,0,Medium,No,0.082
3687,HR,5,AI,19,Yes,1,2,Low,No,0.053
3688,Customer Support,1,AI,58,Yes,1,1,Low,No,0.017
3689,HR,4,Human,29,Yes,2,1,Low,No,0.069
3690,Customer Support,3,AI,55,Yes,3,0,Medium,No,0.055
3691,Customer Support,4,Human,50,Yes,1,1,Medium,No,0.02
3692,Customer Support,4,Human,60,Yes,4,1,Low,No,0.067
3693,Technical,3,AI,27,Yes,2,0,High,No,0.074
3694,Technical,5,Human,50,Yes,3,3,High,No,0.06
3695,Customer Support,3,AI,55,No,4,2,Medium,No,0.073
3696,HR,2,Human,20,Yes,3,1,Low,Yes,0.15
3697,Technical,2,Human,47,Yes,4,2,High,No,0.085
3698,Customer Support,3,Human,35,Yes,2,2,Medium,No,0.057
3699,Billing,2,AI,44,Yes,2,3,Medium,No,0.045
3700,Customer Support,1,Human,32,Yes,2,3,Low,No,0.062
3701,HR,2,Human,23,Yes,5,1,High,No,0.217
3702,Technical,4,AI,37,Yes,1,1,Low,No,0.027
3703,Customer Support,3,AI,28,Yes,3,1,Medium,No,0.107
3704,Customer Support,2,AI,58,Yes,2,2,Low,No,0.034
3705,Billing,3,AI,34,Yes,1,3,High,No,0.029
3706,Technical,1,AI,39,Yes,1,0,High,No,0.026
3707,Technical,5,Human,33,Yes,3,1,High,No,0.091
3708,Customer Support,1,AI,47,Yes,5,2,Low,No,0.106
3709,HR,4,Human,42,Yes,5,2,Low,No,0.119
3710,Billing,1,AI,8,Yes,1,1,High,Yes,0.125
3711,Technical,3,Human,43,Yes,5,0,Medium,No,0.116
3712,Billing,3,AI,13,Yes,3,0,Low,No,0.231
3713,HR,2,AI,15,Yes,5,1,Medium,Yes,0.333
3714,HR,1,Human,26,Yes,4,0,Medium,No,0.154
3715,Technical,3,Human,60,Yes,4,2,Low,No,0.067
3716,Billing,1,Human,28,Yes,4,2,High,No,0.143
3717,Billing,5,AI,12,Yes,3,1,High,No,0.25
3718,HR,2,Human,8,Yes,3,1,High,Yes,0.375
3719,Billing,3,AI,38,Yes,4,1,Medium,No,0.105
3720,Technical,1,Human,10,Yes,4,0,Medium,Yes,0.4
3721,Customer Support,1,Human,12,Yes,2,2,Medium,Yes,0.167
3722,Technical,1,Human,54,Yes,1,3,Low,No,0.019
3723,HR,3,Human,46,Yes,3,2,Medium,No,0.065
3724,Customer Support,4,AI,27,Yes,1,3,Medium,No,0.037
3725,HR,4,AI,19,Yes,5,3,High,No,0.263
3726,Billing,3,AI,41,Yes,3,0,High,No,0.073
3727,Billing,4,AI,39,Yes,3,1,Medium,No,0.077
3728,Technical,5,Human,10,Yes,5,3,Low,No,0.5
3729,Technical,5,Human,32,No,1,2,High,No,0.031
3730,HR,1,AI,59,Yes,2,3,Low,No,0.034
3731,Billing,4,Human,42,Yes,3,3,High,No,0.071
3732,Customer Support,5,AI,7,Yes,4,1,Medium,No,0.571
3733,Billing,1,AI,31,Yes,4,1,Medium,No,0.129
3734,HR,3,Human,34,Yes,5,2,Medium,No,0.147
3735,Technical,5,Human,24,Yes,4,1,Medium,No,0.167
3736,HR,3,AI,31,Yes,5,3,Low,No,0.161
3737,Billing,4,Human,36,Yes,3,0,Low,No,0.083
3738,Customer Support,5,Human,21,No,5,3,Low,No,0.238
3739,Technical,1,Human,49,Yes,3,2,Low,No,0.061
3740,Billing,5,AI,22,Yes,2,3,Medium,No,0.091
3741,Technical,2,AI,23,Yes,3,1,High,No,0.13
3742,Technical,2,Human,40,Yes,3,0,Low,No,0.075
3743,HR,2,AI,10,Yes,5,2,Medium,Yes,0.5
3744,HR,2,AI,29,Yes,5,3,Low,No,0.172
3745,Customer Support,1,AI,39,Yes,5,2,High,No,0.128
3746,HR,5,AI,39,No,4,0,Low,No,0.103
3747,Customer Support,1,Human,35,Yes,5,2,High,No,0.143
3748,Technical,4,Human,41,Yes,5,2,High,No,0.122
3749,HR,2,Human,58,Yes,4,2,Low,No,0.069
3750,Billing,4,AI,45,Yes,3,1,High,No,0.067
3751,Technical,1,Human,12,Yes,3,2,Medium,Yes,0.25
3752,HR,5,Human,22,No,5,1,Medium,No,0.227
3753,Technical,2,Human,57,Yes,3,1,Low,No,0.053
3754,Billing,3,Human,50,No,4,2,High,No,0.08
3755,Billing,1,Human,36,Yes,1,0,Low,No,0.028
3756,Billing,2,Human,47,Yes,2,0,Low,No,0.043
3757,Technical,3,Human,54,Yes,1,3,Medium,No,0.019
3758,Billing,4,Human,54,Yes,3,2,Medium,No,0.056
3759,HR,4,AI,56,Yes,4,3,Medium,No,0.071
3760,Billing,1,Human,54,Yes,5,1,Medium,No,0.093
3761,Billing,1,Human,34,Yes,1,3,High,No,0.029
3762,Billing,1,AI,14,Yes,1,3,Low,Yes,0.071
3763,Billing,2,AI,50,Yes,2,2,High,No,0.04
3764,HR,2,Human,58,Yes,4,0,High,No,0.069
3765,Technical,5,Human,8,Yes,4,3,Low,No,0.5
3766,Customer Support,4,AI,22,Yes,3,0,Low,No,0.136
3767,Customer Support,3,AI,54,Yes,4,3,High,No,0.074
3768,Technical,5,Human,13,Yes,4,1,Medium,No,0.308
3769,Customer Support,1,Human,18,Yes,3,2,Low,Yes,0.167
3770,HR,3,AI,9,Yes,4,3,High,No,0.444
3771,Customer Support,4,AI,5,Yes,2,3,Medium,No,0.4
3772,Technical,5,AI,32,Yes,1,0,High,No,0.031
3773,Customer Support,5,AI,30,Yes,1,3,High,No,0.033
3774,Billing,4,AI,52,Yes,4,1,Low,No,0.077
3775,HR,1,Human,27,Yes,1,2,Low,No,0.037
3776,HR,5,Human,55,Yes,4,0,Low,No,0.073
3777,HR,2,Human,48,Yes,3,2,High,No,0.062
3778,Customer Support,4,Human,40,Yes,1,2,High,No,0.025
3779,Technical,1,Human,43,Yes,1,2,High,No,0.023
3780,Technical,2,AI,54,Yes,3,0,Low,No,0.056
3781,Customer Support,3,Human,38,Yes,4,1,Low,No,0.105
3782,Technical,2,Human,22,No,2,3,Low,No,0.091
3783,Customer Support,2,Human,11,Yes,1,0,Medium,Yes,0.091
3784,Billing,2,Human,58,Yes,1,1,Low,No,0.017
3785,Customer Support,2,Human,59,Yes,3,2,Low,No,0.051
3786,Technical,1,Human,35,Yes,4,0,High,No,0.114
3787,Technical,5,AI,53,Yes,1,2,Low,No,0.019
3788,Technical,1,AI,21,Yes,3,2,Medium,No,0.143
3789,Billing,5,AI,5,Yes,3,1,Medium,No,0.6
3790,HR,3,Human,50,Yes,1,0,Low,No,0.02
3791,Technical,3,AI,49,No,3,1,Medium,No,0.061
3792,Customer Support,3,Human,12,Yes,4,3,Low,No,0.333
3793,Customer Support,5,AI,9,Yes,3,3,Medium,No,0.333
3794,Customer Support,1,Human,20,Yes,2,0,Low,Yes,0.1
3795,Technical,1,AI,31,Yes,5,0,High,No,0.161
3796,Billing,4,AI,47,Yes,2,3,High,No,0.043
3797,Billing,4,AI,42,Yes,5,3,Medium,No,0.119
3798,Billing,3,AI,60,Yes,5,2,High,No,0.083
3799,HR,2,Human,28,Yes,3,1,Medium,No,0.107
3800,Technical,4,AI,30,Yes,4,2,Medium,No,0.133
3801,Billing,1,AI,55,Yes,1,3,High,No,0.018
3802,Technical,1,AI,59,No,4,0,Medium,No,0.068
3803,HR,1,Human,38,Yes,4,0,Medium,No,0.105
3804,Customer Support,2,AI,16,Yes,5,1,High,Yes,0.312
3805,Technical,2,Human,35,Yes,4,0,High,No,0.114
3806,Customer Support,1,Human,40,Yes,2,0,High,No,0.05
3807,Billing,3,AI,18,Yes,2,3,Low,No,0.111
3808,Customer Support,5,Human,16,Yes,4,3,Low,No,0.25
3809,Customer Support,4,AI,55,Yes,5,1,Low,No,0.091
3810,Billing,4,Human,38,Yes,3,0,Medium,No,0.079
3811,Billing,3,AI,18,Yes,3,3,Low,No,0.167
3812,Billing,3,AI,21,No,3,3,High,No,0.143
3813,Technical,5,AI,26,No,3,1,High,No,0.115
3814,Billing,3,AI,49,Yes,4,3,Medium,No,0.082
3815,Technical,2,Human,5,Yes,3,0,High,Yes,0.6
3816,Billing,5,AI,9,Yes,2,0,Low,No,0.222
3817,Technical,3,Human,59,Yes,1,1,Low,No,0.017
3818,HR,2,AI,19,Yes,4,0,Low,Yes,0.211
3819,Technical,4,AI,58,Yes,3,1,Low,No,0.052
3820,HR,2,AI,39,Yes,5,2,Low,No,0.128
3821,HR,2,AI,52,Yes,2,3,High,No,0.038
3822,Customer Support,5,AI,45,Yes,1,1,Low,No,0.022
3823,Technical,1,AI,58,Yes,4,3,High,No,0.069
3824,HR,5,Human,6,No,3,0,High,No,0.5
3825,Customer Support,1,AI,41,Yes,2,3,High,No,0.049
3826,Billing,5,AI,53,Yes,3,2,High,No,0.057
3827,HR,4,Human,10,Yes,3,1,Medium,No,0.3
3828,Customer Support,5,Human,10,Yes,1,3,High,No,0.1
3829,Technical,3,Human,57,Yes,5,1,High,No,0.088
3830,Billing,3,Human,35,No,1,1,Medium,No,0.029
3831,Technical,4,Human,9,Yes,2,1,Medium,No,0.222
3832,Customer Support,3,AI,39,Yes,3,2,High,No,0.077
3833,Customer Support,4,Human,21,Yes,2,0,Low,No,0.095
3834,Customer Support,4,AI,40,Yes,4,2,Low,No,0.1
3835,Billing,5,AI,57,Yes,4,3,High,No,0.07
3836,Technical,4,Human,28,Yes,1,0,Medium,No,0.036
3837,Billing,5,AI,52,Yes,2,2,High,No,0.038
3838,Technical,2,Human,23,Yes,2,1,High,No,0.087
3839,Billing,5,AI,6,Yes,1,3,High,No,0.167
3840,HR,2,Human,25,Yes,1,3,High,No,0.04
3841,Billing,5,Human,24,Yes,1,0,High,No,0.042
3842,Billing,5,Human,44,Yes,2,3,Medium,No,0.045
3843,Customer Support,4,Human,31,Yes,1,2,Low,No,0.032
3844,Customer Support,2,Human,37,Yes,1,1,Low,No,0.027
3845,Billing,3,Human,24,Yes,3,1,Medium,No,0.125
3846,Billing,2,AI,20,Yes,1,0,Low,Yes,0.05
3847,HR,2,AI,32,Yes,1,1,High,No,0.031
3848,HR,5,Human,53,Yes,5,0,High,No,0.094
3849,Technical,5,AI,9,Yes,5,3,Medium,No,0.556
3850,Technical,1,Human,48,Yes,2,3,High,No,0.042
3851,Customer Support,4,AI,59,Yes,2,1,Low,No,0.034
3852,Billing,2,Human,18,Yes,2,1,Low,Yes,0.111
3853,HR,3,Human,52,Yes,1,0,Medium,No,0.019
3854,HR,3,Human,48,Yes,4,1,Low,No,0.083
3855,Customer Support,2,AI,9,Yes,1,0,Low,Yes,0.111
3856,HR,2,Human,23,Yes,2,0,High,No,0.087
3857,Technical,3,Human,39,Yes,3,0,High,No,0.077
3858,Billing,4,Human,57,Yes,1,0,High,No,0.018
3859,Billing,2,AI,35,Yes,1,2,Low,No,0.029
3860,HR,4,Human,34,Yes,2,1,Medium,No,0.059
3861,Technical,3,Human,55,Yes,2,0,High,No,0.036
3862,Customer Support,4,Human,29,Yes,5,3,High,No,0.172
3863,Billing,5,Human,60,Yes,2,0,High,No,0.033
3864,Customer Support,1,Human,16,Yes,5,0,High,Yes,0.312
3865,HR,4,Human,48,Yes,1,3,Medium,No,0.021
3866,HR,4,Human,17,No,5,0,Low,No,0.294
3867,Technical,1,AI,10,Yes,2,1,High,Yes,0.2
3868,Billing,1,AI,40,Yes,3,3,Medium,No,0.075
3869,Technical,3,Human,21,Yes,2,3,Medium,No,0.095
3870,Customer Support,3,AI,31,No,3,1,Low,No,0.097
3871,Customer Support,2,Human,32,Yes,3,0,Medium,No,0.094
3872,HR,4,AI,38,Yes,4,1,High,No,0.105
3873,Billing,3,AI,20,Yes,5,1,Low,No,0.25
3874,HR,3,Human,44,Yes,4,1,Medium,No,0.091
3875,Customer Support,5,AI,10,Yes,1,0,Medium,No,0.1
3876,Technical,4,AI,20,Yes,4,0,Medium,No,0.2
3877,Billing,5,Human,20,Yes,5,3,High,No,0.25
3878,HR,2,AI,59,Yes,4,0,High,No,0.068
3879,Billing,3,Human,59,No,3,1,Low,No,0.051
3880,Technical,1,Human,48,Yes,4,3,High,No,0.083
3881,Billing,5,AI,15,No,2,3,High,No,0.133
3882,HR,1,AI,10,No,5,2,Low,Yes,0.5
3883,Technical,1,AI,60,Yes,1,2,Low,No,0.017
3884,Technical,3,AI,20,Yes,4,3,Medium,No,0.2
3885,Technical,4,AI,18,Yes,1,0,High,No,0.056
3886,Customer Support,4,AI,37,Yes,3,0,High,No,0.081
3887,Technical,1,AI,11,Yes,5,0,Low,Yes,0.455
3888,Customer Support,3,AI,40,Yes,4,1,Medium,No,0.1
3889,Customer Support,5,Human,6,Yes,3,2,Low,No,0.5
3890,HR,5,AI,52,Yes,1,1,High,No,0.019
3891,Customer Support,4,Human,43,Yes,5,2,Medium,No,0.116
3892,HR,3,AI,42,Yes,3,1,Low,No,0.071
3893,HR,5,AI,47,Yes,4,1,High,No,0.085
3894,Technical,5,Human,41,Yes,1,3,Low,No,0.024
3895,Customer Support,2,Human,20,Yes,4,3,Medium,Yes,0.2
3896,Billing,2,Human,60,Yes,4,2,High,No,0.067
3897,Technical,1,AI,49,Yes,4,2,High,No,0.082
3898,Billing,5,Human,47,Yes,2,1,Medium,No,0.043
3899,HR,3,Human,55,Yes,4,3,Low,No,0.073
3900,Technical,4,AI,46,Yes,4,2,Medium,No,0.087
3901,HR,3,AI,60,Yes,4,3,Low,No,0.067
3902,Billing,3,Human,41,Yes,3,3,Low,No,0.073
3903,Technical,5,Human,54,Yes,1,3,Medium,No,0.019
3904,Customer Support,2,AI,11,Yes,5,1,High,Yes,0.455
3905,Billing,3,Human,24,No,2,3,Low,No,0.083
3906,Customer Support,5,Human,12,No,1,0,Low,No,0.083
3907,Technical,4,Human,51,Yes,4,3,High,No,0.078
3908,Customer Support,1,AI,39,Yes,4,3,Low,No,0.103
3909,HR,1,AI,19,Yes,5,2,Medium,Yes,0.263
3910,HR,1,AI,59,Yes,4,0,High,No,0.068
3911,Technical,5,Human,41,Yes,3,3,Medium,No,0.073
3912,Customer Support,1,Human,43,Yes,3,2,Medium,No,0.07
3913,Technical,2,Human,10,Yes,4,0,Medium,Yes,0.4
3914,HR,4,AI,46,Yes,2,3,High,No,0.043
3915,Billing,3,AI,57,Yes,4,0,Medium,No,0.07
3916,Billing,4,Human,60,Yes,3,0,High,No,0.05
3917,Customer Support,5,Human,11,Yes,2,0,Medium,No,0.182
3918,Customer Support,1,Human,15,Yes,4,1,Medium,Yes,0.267
3919,Billing,1,Human,45,No,4,0,Medium,No,0.089
3920,Billing,1,Human,58,Yes,4,2,Medium,No,0.069
3921,HR,1,AI,13,No,1,3,High,Yes,0.077
3922,HR,5,AI,25,Yes,2,1,Low,No,0.08
3923,HR,3,AI,26,Yes,2,1,Low,No,0.077
3924,Billing,5,Human,34,Yes,3,1,Medium,No,0.088
3925,HR,5,AI,50,Yes,4,3,High,No,0.08
3926,Technical,5,AI,41,Yes,3,2,Medium,No,0.073
3927,Technical,1,AI,22,Yes,5,0,Medium,No,0.227
3928,Customer Support,2,AI,49,Yes,2,0,Medium,No,0.041
3929,Billing,2,Human,44,Yes,4,1,High,No,0.091
3930,Technical,2,AI,22,Yes,5,1,High,No,0.227
3931,HR,1,Human,10,Yes,2,1,Low,Yes,0.2
3932,Technical,3,AI,28,Yes,5,0,High,No,0.179
3933,Customer Support,5,AI,28,Yes,2,1,High,No,0.071
3934,HR,3,AI,18,Yes,4,1,High,No,0.222
3935,HR,2,AI,37,Yes,2,0,Medium,No,0.054
3936,Billing,5,AI,25,Yes,5,1,High,No,0.2
3937,HR,4,AI,41,No,4,2,High,No,0.098
3938,Customer Support,4,AI,32,Yes,2,0,Low,No,0.062
3939,Billing,2,Human,43,Yes,3,0,High,No,0.07
3940,Billing,2,Human,24,Yes,2,3,High,No,0.083
3941,Technical,2,AI,17,Yes,3,2,Low,Yes,0.176
3942,Billing,4,AI,51,Yes,5,0,Low,No,0.098
3943,Billing,3,Human,24,Yes,4,3,Low,No,0.167
3944,Billing,4,Human,53,Yes,2,2,Medium,No,0.038
3945,Technical,1,Human,60,Yes,3,0,Medium,No,0.05
3946,HR,4,AI,57,Yes,5,3,Low,No,0.088
3947,Technical,5,AI,48,No,2,2,Medium,No,0.042
3948,Customer Support,1,AI,17,Yes,3,3,Low,Yes,0.176
3949,Customer Support,2,Human,44,No,4,3,Low,No,0.091
3950,HR,2,Human,23,Yes,1,0,Medium,No,0.043
3951,Billing,1,AI,55,Yes,4,3,Medium,No,0.073
3952,HR,4,Human,21,Yes,4,1,Low,No,0.19
3953,Technical,2,AI,32,Yes,2,3,High,No,0.062
3954,Customer Support,2,Human,48,Yes,1,3,Medium,No,0.021
3955,Billing,5,Human,36,No,2,1,High,No,0.056
3956,Customer Support,2,Human,45,No,2,0,High,No,0.044
3957,Customer Support,5,Human,23,Yes,2,2,Medium,No,0.087
3958,Customer Support,2,Human,45,Yes,5,2,Low,No,0.111
3959,Technical,3,Human,41,Yes,5,1,Medium,No,0.122
3960,HR,3,Human,26,Yes,3,0,High,No,0.115
3961,Customer Support,4,AI,20,Yes,2,1,Medium,No,0.1
3962,HR,3,AI,30,Yes,3,1,Medium,No,0.1
3963,Customer Support,3,AI,37,Yes,3,2,Low,No,0.081
3964,Customer Support,5,Human,21,Yes,4,3,Low,No,0.19
3965,Technical,5,AI,13,Yes,5,1,Low,No,0.385
3966,Customer Support,5,Human,36,Yes,2,0,High,No,0.056
3967,HR,2,Human,25,Yes,1,2,High,No,0.04
3968,Billing,2,Human,43,Yes,2,3,High,No,0.047
3969,Technical,2,Human,35,Yes,3,2,Medium,No,0.086
3970,HR,2,Human,58,Yes,3,1,High,No,0.052
3971,Technical,5,Human,34,Yes,2,0,High,No,0.059
3972,Customer Support,5,AI,18,Yes,5,0,Low,No,0.278
3973,HR,5,Human,60,Yes,1,3,Medium,No,0.017
3974,Customer Support,2,Human,47,Yes,4,3,High,No,0.085
3975,HR,4,Human,24,Yes,5,1,High,No,0.208
3976,Customer Support,2,Human,5,Yes,5,2,High,Yes,1.0
3977,Billing,4,Human,46,Yes,1,3,Medium,No,0.022
3978,Billing,4,Human,22,Yes,2,2,Medium,No,0.091
3979,Customer Support,2,Human,43,No,3,1,Medium,No,0.07
3980,Technical,2,Human,23,Yes,1,0,Low,No,0.043
3981,Technical,1,AI,25,Yes,5,2,High,No,0.2
3982,HR,3,Human,32,Yes,4,3,Medium,No,0.125
3983,Technical,5,Human,7,Yes,2,2,Low,No,0.286
3984,Billing,1,Human,43,Yes,2,3,Low,No,0.047
3985,Billing,5,Human,9,Yes,5,0,High,No,0.556
3986,HR,5,AI,50,Yes,3,0,Medium,No,0.06
3987,Customer Support,5,AI,51,Yes,1,1,Medium,No,0.02
3988,Technical,1,AI,35,Yes,1,0,Low,No,0.029
3989,Customer Support,1,Human,27,No,1,3,Low,No,0.037
3990,Customer Support,3,AI,25,Yes,2,3,High,No,0.08
3991,Customer Support,2,AI,24,Yes,5,1,Medium,No,0.208
3992,Technical,1,Human,60,Yes,4,2,Medium,No,0.067
3993,HR,1,AI,55,Yes,4,3,Medium,No,0.073
3994,Technical,1,Human,11,Yes,3,2,Medium,Yes,0.273
3995,Billing,1,Human,37,Yes,5,1,High,No,0.135
3996,Billing,2,Human,22,Yes,1,1,Medium,No,0.045
3997,Technical,4,Human,49,Yes,1,3,Low,No,0.02
3998,Customer Support,2,AI,55,Yes,3,0,Medium,No,0.055
3999,Technical,3,AI,35,Yes,2,1,Medium,No,0.057
4000,HR,4,AI,49,Yes,1,2,High,No,0.02
4001,Customer Support,3,AI,25,Yes,4,1,Low,No,0.16
4002,Customer Support,1,Human,51,Yes,5,0,High,No,0.098
4003,HR,1,Human,10,Yes,1,2,Medium,Yes,0.1
4004,Customer Support,1,Human,17,Yes,5,0,Low,Yes,0.294
4005,Technical,5,AI,52,Yes,2,1,Medium,No,0.038
4006,HR,3,Human,26,Yes,3,1,High,No,0.115
4007,Billing,4,Human,20,Yes,3,2,Low,No,0.15
4008,Billing,5,AI,37,No,3,3,High,No,0.081
4009,Customer Support,4,AI,48,Yes,2,3,Low,No,0.042
4010,Billing,3,AI,23,Yes,1,0,Low,No,0.043
4011,Customer Support,4,AI,33,Yes,2,0,Low,No,0.061
4012,Customer Support,5,AI,12,Yes,3,3,High,No,0.25
4013,HR,2,Human,26,Yes,1,2,Medium,No,0.038
4014,Billing,3,AI,17,Yes,3,3,Low,No,0.176
4015,Customer Support,1,Human,22,No,2,3,Medium,No,0.091
4016,Customer Support,1,AI,60,Yes,2,1,Medium,No,0.033
4017,HR,1,Human,15,Yes,1,1,Medium,Yes,0.067
4018,Customer Support,3,AI,29,Yes,3,3,Low,No,0.103
4019,Technical,3,Human,51,Yes,5,0,Low,No,0.098
4020,Customer Support,3,Human,47,Yes,4,0,High,No,0.085
4021,Customer Support,3,AI,22,Yes,1,2,Medium,No,0.045
4022,HR,2,AI,58,Yes,1,2,Medium,No,0.017
4023,Customer Support,2,Human,10,Yes,3,1,Low,Yes,0.3
4024,Technical,1,Human,12,Yes,5,1,Medium,Yes,0.417
4025,Billing,3,AI,40,Yes,5,1,High,No,0.125
4026,Customer Support,1,AI,25,Yes,3,0,Low,No,0.12
4027,HR,2,AI,48,Yes,3,2,Medium,No,0.062
4028,Technical,5,AI,6,Yes,5,0,Low,No,0.833
4029,Technical,4,AI,32,Yes,4,1,Medium,No,0.125
4030,Billing,5,AI,18,Yes,1,3,Low,No,0.056
4031,Customer Support,1,AI,57,Yes,2,2,Medium,No,0.035
4032,Technical,3,Human,60,Yes,3,3,Medium,No,0.05
4033,Billing,2,Human,43,Yes,4,1,Low,No,0.093
4034,Technical,1,AI,40,Yes,3,3,Low,No,0.075
4035,Technical,1,Human,36,Yes,4,3,High,No,0.111
4036,Billing,2,Human,16,Yes,5,0,High,Yes,0.312
4037,Customer Support,5,AI,26,Yes,2,0,Low,No,0.077
4038,Billing,3,AI,49,Yes,1,1,High,No,0.02
4039,Technical,2,Human,18,Yes,1,1,High,Yes,0.056
4040,Technical,1,AI,13,Yes,4,2,High,Yes,0.308
4041,Technical,1,AI,56,Yes,4,0,Medium,No,0.071
4042,Customer Support,4,Human,21,Yes,4,3,Medium,No,0.19
4043,Customer Support,4,Human,31,Yes,4,2,Medium,No,0.129
4044,Billing,4,Human,48,Yes,4,3,High,No,0.083
4045,HR,2,Human,27,Yes,2,3,Medium,No,0.074
4046,HR,4,Human,7,Yes,3,1,Medium,No,0.429
4047,Customer Support,5,AI,36,Yes,3,2,Low,No,0.083
4048,Technical,4,Human,22,Yes,2,3,Medium,No,0.091
4049,Technical,3,Human,13,Yes,1,2,High,No,0.077
4050,HR,2,Human,24,Yes,5,1,High,No,0.208
4051,HR,1,Human,30,Yes,3,0,Low,No,0.1
4052,Customer Support,5,AI,52,No,5,1,Medium,No,0.096
4053,Billing,4,AI,59,Yes,1,1,Low,No,0.017
4054,Customer Support,2,Human,41,Yes,1,2,Medium,No,0.024
4055,Billing,5,Human,44,Yes,2,3,Medium,No,0.045
4056,Technical,5,Human,27,Yes,3,0,High,No,0.111
4057,Customer Support,2,AI,42,Yes,2,1,Medium,No,0.048
4058,HR,1,Human,60,Yes,5,2,Low,No,0.083
4059,Technical,2,Human,28,Yes,1,3,High,No,0.036
4060,Technical,2,Human,36,No,4,1,Low,No,0.111
4061,HR,5,Human,27,Yes,1,0,Low,No,0.037
4062,Technical,4,AI,12,Yes,3,1,Medium,No,0.25
4063,Technical,3,AI,42,Yes,3,0,High,No,0.071
4064,Technical,1,AI,53,No,3,3,Medium,No,0.057
4065,HR,3,Human,47,Yes,5,2,Medium,No,0.106
4066,HR,4,AI,51,Yes,5,1,High,No,0.098
4067,Billing,3,AI,37,Yes,5,3,Low,No,0.135
4068,HR,5,AI,10,Yes,1,3,Medium,No,0.1
4069,Customer Support,4,Human,59,Yes,3,0,Medium,No,0.051
4070,Billing,1,AI,34,Yes,4,0,High,No,0.118
4071,HR,4,AI,59,No,3,2,High,No,0.051
4072,HR,3,AI,15,Yes,1,3,Medium,No,0.067
4073,Technical,1,Human,32,Yes,2,1,Low,No,0.062
4074,Billing,2,Human,24,Yes,5,3,Medium,No,0.208
4075,HR,2,Human,31,Yes,5,0,Medium,No,0.161
4076,Billing,1,AI,37,Yes,2,3,High,No,0.054
4077,Billing,3,Human,55,Yes,5,0,Low,No,0.091
4078,Billing,4,Human,55,Yes,2,0,High,No,0.036
4079,HR,2,Human,41,Yes,3,0,Medium,No,0.073
4080,Technical,3,Human,41,Yes,1,1,Low,No,0.024
4081,Technical,4,Human,44,Yes,5,2,High,No,0.114
4082,Billing,2,Human,6,No,1,0,High,Yes,0.167
4083,HR,5,AI,42,Yes,1,2,Low,No,0.024
4084,HR,1,Human,50,Yes,2,1,High,No,0.04
4085,HR,1,Human,54,Yes,5,3,Low,No,0.093
4086,HR,1,AI,34,No,5,1,Medium,No,0.147
4087,Customer Support,2,AI,58,Yes,2,3,Medium,No,0.034
4088,Technical,2,AI,56,No,2,3,High,No,0.036
4089,Billing,1,AI,41,Yes,2,2,Low,No,0.049
4090,HR,4,Human,43,Yes,1,2,High,No,0.023
4091,HR,5,AI,45,Yes,3,1,High,No,0.067
4092,Customer Support,4,AI,36,Yes,2,0,Medium,No,0.056
4093,Technical,1,AI,43,Yes,1,0,Low,No,0.023
4094,Billing,5,AI,34,Yes,5,2,High,No,0.147
4095,Customer Support,1,AI,21,No,4,3,Low,No,0.19
4096,HR,4,AI,20,Yes,4,1,High,No,0.2
4097,HR,3,Human,12,Yes,2,2,Medium,No,0.167
4098,HR,4,AI,6,Yes,1,2,Medium,No,0.167
4099,Technical,2,Human,16,Yes,3,3,Medium,Yes,0.188
4100,Technical,2,AI,57,Yes,2,3,Low,No,0.035
4101,Technical,2,Human,55,Yes,2,0,Low,No,0.036
4102,Billing,1,AI,38,Yes,1,1,High,No,0.026
4103,Billing,1,AI,58,Yes,3,3,High,No,0.052
4104,Billing,3,Human,44,Yes,5,1,Low,No,0.114
4105,Customer Support,3,Human,57,Yes,5,2,Low,No,0.088
4106,HR,4,Human,31,Yes,5,0,Medium,No,0.161
4107,Customer Support,5,Human,34,Yes,1,1,Medium,No,0.029
4108,HR,4,AI,58,Yes,2,0,High,No,0.034
4109,Technical,2,AI,33,Yes,2,0,Medium,No,0.061
4110,HR,5,AI,38,Yes,5,1,High,No,0.132
4111,Customer Support,4,AI,7,Yes,4,1,Low,No,0.571
4112,Technical,4,Human,52,Yes,1,3,High,No,0.019
4113,HR,2,AI,46,Yes,5,2,High,No,0.109
4114,HR,4,Human,26,No,1,1,Medium,No,0.038
4115,Technical,2,AI,52,Yes,4,1,Low,No,0.077
4116,Technical,2,AI,58,Yes,5,0,Medium,No,0.086
4117,HR,5,AI,9,Yes,1,0,Low,No,0.111
4118,Billing,3,Human,18,Yes,3,1,Low,No,0.167
4119,Billing,1,AI,35,Yes,5,3,High,No,0.143
4120,HR,3,AI,12,Yes,3,3,Low,No,0.25
4121,Technical,4,Human,12,Yes,5,3,High,No,0.417
4122,HR,1,AI,44,Yes,1,2,High,No,0.023
