task_id,task_type,complexity,assigned_to,duration_minutes,resolved,user_feedback,previous_attempts,urgency,automation_possible,efficiency_index,urgency_encoded,complexity_score
3923,HR,3,AI,26,Yes,2,1,Low,No,0.077,1,1.6300000000000001
3924,Billing,5,Human,34,Yes,3,1,Medium,No,0.088,2,2.5700000000000003
3925,HR,5,AI,50,Yes,4,3,High,No,0.08,3,3.1500000000000004
3926,Technical,5,AI,41,Yes,3,2,Medium,No,0.073,2,2.805
3927,Technical,1,AI,22,Yes,5,0,Medium,No,0.227,2,0.71
3928,Customer Support,2,AI,49,Yes,2,0,Medium,No,0.041,2,1.2449999999999999
3929,Billing,2,Human,44,Yes,4,1,High,No,0.091,3,1.52
3930,Technical,2,AI,22,Yes,5,1,High,No,0.227,3,1.4100000000000001
3931,HR,1,Human,10,Yes,2,1,Low,Yes,0.2,1,0.75
3932,Technical,3,AI,28,Yes,5,0,High,No,0.179,3,1.6400000000000001
3933,Customer Support,5,AI,28,Yes,2,1,High,No,0.071,3,2.6400000000000006
3934,HR,3,AI,18,Yes,4,1,High,No,0.222,3,1.7900000000000003
3935,HR,2,AI,37,Yes,2,0,Medium,No,0.054,2,1.185
3936,Billing,5,AI,25,Yes,5,1,High,No,0.2,3,2.625
3937,HR,4,AI,41,No,4,2,High,No,0.098,3,2.505
3938,Customer Support,4,AI,32,Yes,2,0,Low,No,0.062,1,1.86
3939,Billing,2,Human,43,Yes,3,0,High,No,0.07,3,1.3150000000000002
3940,Billing,2,Human,24,Yes,2,3,High,No,0.083,3,1.82
3941,Technical,2,AI,17,Yes,3,2,Low,Yes,0.176,1,1.3850000000000002
3942,Billing,4,AI,51,Yes,5,0,Low,No,0.098,1,1.955
3943,Billing,3,Human,24,Yes,4,3,Low,No,0.167,1,2.0200000000000005
3944,Billing,4,Human,53,Yes,2,2,Medium,No,0.038,2,2.4650000000000003
3945,Technical,1,Human,60,Yes,3,0,Medium,No,0.05,2,0.8999999999999999
3946,HR,4,AI,57,Yes,5,3,Low,No,0.088,1,2.5850000000000004
3947,Technical,5,AI,48,No,2,2,Medium,No,0.042,2,2.8400000000000003
3948,Customer Support,1,AI,17,Yes,3,3,Low,Yes,0.176,1,1.185
3949,Customer Support,2,Human,44,No,4,3,Low,No,0.091,1,1.7200000000000002
3950,HR,2,Human,23,Yes,1,0,Medium,No,0.043,2,1.115
3951,Billing,1,AI,55,Yes,4,3,Medium,No,0.073,2,1.475
3952,HR,4,Human,21,Yes,4,1,Low,No,0.19,1,2.005
3953,Technical,2,AI,32,Yes,2,3,High,No,0.062,3,1.86
3954,Customer Support,2,Human,48,Yes,1,3,Medium,No,0.021,2,1.84
3955,Billing,5,Human,36,No,2,1,High,No,0.056,3,2.6800000000000006
3956,Customer Support,2,Human,45,No,2,0,High,No,0.044,3,1.325
3957,Customer Support,5,Human,23,Yes,2,2,Medium,No,0.087,2,2.7150000000000003
3958,Customer Support,2,Human,45,Yes,5,2,Low,No,0.111,1,1.525
3959,Technical,3,Human,41,Yes,5,1,Medium,No,0.122,2,1.8050000000000002
3960,HR,3,Human,26,Yes,3,0,High,No,0.115,3,1.6300000000000001
3961,Customer Support,4,AI,20,Yes,2,1,Medium,No,0.1,2,2.1
3962,HR,3,AI,30,Yes,3,1,Medium,No,0.1,2,1.75
3963,Customer Support,3,AI,37,Yes,3,2,Low,No,0.081,1,1.8850000000000002
3964,Customer Support,5,Human,21,Yes,4,3,Low,No,0.19,1,2.805
3965,Technical,5,AI,13,Yes,5,1,Low,No,0.385,1,2.365
3966,Customer Support,5,Human,36,Yes,2,0,High,No,0.056,3,2.4800000000000004
3967,HR,2,Human,25,Yes,1,2,High,No,0.04,3,1.6250000000000002
3968,Billing,2,Human,43,Yes,2,3,High,No,0.047,3,1.9150000000000003
3969,Technical,2,Human,35,Yes,3,2,Medium,No,0.086,2,1.575
3970,HR,2,Human,58,Yes,3,1,High,No,0.052,3,1.59
3971,Technical,5,Human,34,Yes,2,0,High,No,0.059,3,2.4699999999999998
3972,Customer Support,5,AI,18,Yes,5,0,Low,No,0.278,1,2.19
3973,HR,5,Human,60,Yes,1,3,Medium,No,0.017,2,3.1
3974,Customer Support,2,Human,47,Yes,4,3,High,No,0.085,3,1.9350000000000003
3975,HR,4,Human,24,Yes,5,1,High,No,0.208,3,2.22
3976,Customer Support,2,Human,5,Yes,5,2,High,Yes,1.0,3,1.5250000000000001
3977,Billing,4,Human,46,Yes,1,3,Medium,No,0.022,2,2.6300000000000003
3978,Billing,4,Human,22,Yes,2,2,Medium,No,0.091,2,2.31
3979,Customer Support,2,Human,43,No,3,1,Medium,No,0.07,2,1.415
3980,Technical,2,Human,23,Yes,1,0,Low,No,0.043,1,1.0150000000000001
3981,Technical,1,AI,25,Yes,5,2,High,No,0.2,3,1.225
3982,HR,3,Human,32,Yes,4,3,Medium,No,0.125,2,2.16
3983,Technical,5,Human,7,Yes,2,2,Low,No,0.286,1,2.535
3984,Billing,1,Human,43,Yes,2,3,Low,No,0.047,1,1.3150000000000002
3985,Billing,5,Human,9,Yes,5,0,High,No,0.556,3,2.3449999999999998
3986,HR,5,AI,50,Yes,3,0,Medium,No,0.06,2,2.45
3987,Customer Support,5,AI,51,Yes,1,1,Medium,No,0.02,2,2.6550000000000002
3988,Technical,1,AI,35,Yes,1,0,Low,No,0.029,1,0.675
3989,Customer Support,1,Human,27,No,1,3,Low,No,0.037,1,1.2350000000000003
3990,Customer Support,3,AI,25,Yes,2,3,High,No,0.08,3,2.2250000000000005
3991,Customer Support,2,AI,24,Yes,5,1,Medium,No,0.208,2,1.32
3992,Technical,1,Human,60,Yes,4,2,Medium,No,0.067,2,1.3
3993,HR,1,AI,55,Yes,4,3,Medium,No,0.073,2,1.475
3994,Technical,1,Human,11,Yes,3,2,Medium,Yes,0.273,2,1.055
3995,Billing,1,Human,37,Yes,5,1,High,No,0.135,3,1.085
3996,Billing,2,Human,22,Yes,1,1,Medium,No,0.045,2,1.31
3997,Technical,4,Human,49,Yes,1,3,Low,No,0.02,1,2.5450000000000004
3998,Customer Support,2,AI,55,Yes,3,0,Medium,No,0.055,2,1.275
3999,Technical,3,AI,35,Yes,2,1,Medium,No,0.057,2,1.7750000000000001
4000,HR,4,AI,49,Yes,1,2,High,No,0.02,3,2.545
4001,Customer Support,3,AI,25,Yes,4,1,Low,No,0.16,1,1.6250000000000002
4002,Customer Support,1,Human,51,Yes,5,0,High,No,0.098,3,0.9550000000000001
4003,HR,1,Human,10,Yes,1,2,Medium,Yes,0.1,2,1.05
4004,Customer Support,1,Human,17,Yes,5,0,Low,Yes,0.294,1,0.585
4005,Technical,5,AI,52,Yes,2,1,Medium,No,0.038,2,2.66
4006,HR,3,Human,26,Yes,3,1,High,No,0.115,3,1.83
4007,Billing,4,Human,20,Yes,3,2,Low,No,0.15,1,2.2
4008,Billing,5,AI,37,No,3,3,High,No,0.081,3,3.085
4009,Customer Support,4,AI,48,Yes,2,3,Low,No,0.042,1,2.5400000000000005
4010,Billing,3,AI,23,Yes,1,0,Low,No,0.043,1,1.4150000000000003
4011,Customer Support,4,AI,33,Yes,2,0,Low,No,0.061,1,1.8650000000000002
4012,Customer Support,5,AI,12,Yes,3,3,High,No,0.25,3,2.96
4013,HR,2,Human,26,Yes,1,2,Medium,No,0.038,2,1.53
4014,Billing,3,AI,17,Yes,3,3,Low,No,0.176,1,1.9850000000000003
4015,Customer Support,1,Human,22,No,2,3,Medium,No,0.091,2,1.31
4016,Customer Support,1,AI,60,Yes,2,1,Medium,No,0.033,2,1.0999999999999999
4017,HR,1,Human,15,Yes,1,1,Medium,Yes,0.067,2,0.875
4018,Customer Support,3,AI,29,Yes,3,3,Low,No,0.103,1,2.0450000000000004
4019,Technical,3,Human,51,Yes,5,0,Low,No,0.098,1,1.5550000000000002
4020,Customer Support,3,Human,47,Yes,4,0,High,No,0.085,3,1.735
4021,Customer Support,3,AI,22,Yes,1,2,Medium,No,0.045,2,1.91
4022,HR,2,AI,58,Yes,1,2,Medium,No,0.017,2,1.6900000000000002
4023,Customer Support,2,Human,10,Yes,3,1,Low,Yes,0.3,1,1.1500000000000001
4024,Technical,1,Human,12,Yes,5,1,Medium,Yes,0.417,2,0.8600000000000001
4025,Billing,3,AI,40,Yes,5,1,High,No,0.125,3,1.9000000000000001
4026,Customer Support,1,AI,25,Yes,3,0,Low,No,0.12,1,0.625
4027,HR,2,AI,48,Yes,3,2,Medium,No,0.062,2,1.64
4028,Technical,5,AI,6,Yes,5,0,Low,No,0.833,1,2.13
4029,Technical,4,AI,32,Yes,4,1,Medium,No,0.125,2,2.16
4030,Billing,5,AI,18,Yes,1,3,Low,No,0.056,1,2.79
4031,Customer Support,1,AI,57,Yes,2,2,Medium,No,0.035,2,1.285
4032,Technical,3,Human,60,Yes,3,3,Medium,No,0.05,2,2.3000000000000007
4033,Billing,2,Human,43,Yes,4,1,Low,No,0.093,1,1.3150000000000002
4034,Technical,1,AI,40,Yes,3,3,Low,No,0.075,1,1.3000000000000003
4035,Technical,1,Human,36,Yes,4,3,High,No,0.111,3,1.4800000000000002
4036,Billing,2,Human,16,Yes,5,0,High,Yes,0.312,3,1.1800000000000002
4037,Customer Support,5,AI,26,Yes,2,0,Low,No,0.077,1,2.23
4038,Billing,3,AI,49,Yes,1,1,High,No,0.02,3,1.9450000000000003
4039,Technical,2,Human,18,Yes,1,1,High,Yes,0.056,3,1.3900000000000001
4040,Technical,1,AI,13,Yes,4,2,High,Yes,0.308,3,1.165
4041,Technical,1,AI,56,Yes,4,0,Medium,No,0.071,2,0.8799999999999999
4042,Customer Support,4,Human,21,Yes,4,3,Medium,No,0.19,2,2.5050000000000003
4043,Customer Support,4,Human,31,Yes,4,2,Medium,No,0.129,2,2.3550000000000004
4044,Billing,4,Human,48,Yes,4,3,High,No,0.083,3,2.74
4045,HR,2,Human,27,Yes,2,3,Medium,No,0.074,2,1.735
4046,HR,4,Human,7,Yes,3,1,Medium,No,0.429,2,2.035
4047,Customer Support,5,AI,36,Yes,3,2,Low,No,0.083,1,2.68
4048,Technical,4,Human,22,Yes,2,3,Medium,No,0.091,2,2.5100000000000002
4049,Technical,3,Human,13,Yes,1,2,High,No,0.077,3,1.965
4050,HR,2,Human,24,Yes,5,1,High,No,0.208,3,1.4200000000000002
4051,HR,1,Human,30,Yes,3,0,Low,No,0.1,1,0.65
4052,Customer Support,5,AI,52,No,5,1,Medium,No,0.096,2,2.66
4053,Billing,4,AI,59,Yes,1,1,Low,No,0.017,1,2.1950000000000003
4054,Customer Support,2,Human,41,Yes,1,2,Medium,No,0.024,2,1.6050000000000002
4055,Billing,5,Human,44,Yes,2,3,Medium,No,0.045,2,3.02
4056,Technical,5,Human,27,Yes,3,0,High,No,0.111,3,2.4349999999999996
4057,Customer Support,2,AI,42,Yes,2,1,Medium,No,0.048,2,1.41
4058,HR,1,Human,60,Yes,5,2,Low,No,0.083,1,1.2000000000000002
4059,Technical,2,Human,28,Yes,1,3,High,No,0.036,3,1.84
4060,Technical,2,Human,36,No,4,1,Low,No,0.111,1,1.28
4061,HR,5,Human,27,Yes,1,0,Low,No,0.037,1,2.235
4062,Technical,4,AI,12,Yes,3,1,Medium,No,0.25,2,2.06
4063,Technical,3,AI,42,Yes,3,0,High,No,0.071,3,1.7100000000000002
4064,Technical,1,AI,53,No,3,3,Medium,No,0.057,2,1.465
4065,HR,3,Human,47,Yes,5,2,Medium,No,0.106,2,2.035
4066,HR,4,AI,51,Yes,5,1,High,No,0.098,3,2.3550000000000004
4067,Billing,3,AI,37,Yes,5,3,Low,No,0.135,1,2.0850000000000004
4068,HR,5,AI,10,Yes,1,3,Medium,No,0.1,2,2.85
4069,Customer Support,4,Human,59,Yes,3,0,Medium,No,0.051,2,2.095
4070,Billing,1,AI,34,Yes,4,0,High,No,0.118,3,0.8700000000000001
4071,HR,4,AI,59,No,3,2,High,No,0.051,3,2.5949999999999998
4072,HR,3,AI,15,Yes,1,3,Medium,No,0.067,2,2.075
4073,Technical,1,Human,32,Yes,2,1,Low,No,0.062,1,0.86
4074,Billing,2,Human,24,Yes,5,3,Medium,No,0.208,2,1.72
4075,HR,2,Human,31,Yes,5,0,Medium,No,0.161,2,1.155
4076,Billing,1,AI,37,Yes,2,3,High,No,0.054,3,1.485
4077,Billing,3,Human,55,Yes,5,0,Low,No,0.091,1,1.5750000000000002
4078,Billing,4,Human,55,Yes,2,0,High,No,0.036,3,2.175
4079,HR,2,Human,41,Yes,3,0,Medium,No,0.073,2,1.205
4080,Technical,3,Human,41,Yes,1,1,Low,No,0.024,1,1.7050000000000003
4081,Technical,4,Human,44,Yes,5,2,High,No,0.114,3,2.5200000000000005
4082,Billing,2,Human,6,No,1,0,High,Yes,0.167,3,1.1300000000000001
4083,HR,5,AI,42,Yes,1,2,Low,No,0.024,1,2.71
4084,HR,1,Human,50,Yes,2,1,High,No,0.04,3,1.1500000000000001
4085,HR,1,Human,54,Yes,5,3,Low,No,0.093,1,1.37
4086,HR,1,AI,34,No,5,1,Medium,No,0.147,2,0.97
4087,Customer Support,2,AI,58,Yes,2,3,Medium,No,0.034,2,1.8900000000000001
4088,Technical,2,AI,56,No,2,3,High,No,0.036,3,1.9800000000000002
4089,Billing,1,AI,41,Yes,2,2,Low,No,0.049,1,1.105
4090,HR,4,Human,43,Yes,1,2,High,No,0.023,3,2.5150000000000006
4091,HR,5,AI,45,Yes,3,1,High,No,0.067,3,2.7250000000000005
4092,Customer Support,4,AI,36,Yes,2,0,Medium,No,0.056,2,1.98
4093,Technical,1,AI,43,Yes,1,0,Low,No,0.023,1,0.715
4094,Billing,5,AI,34,Yes,5,2,High,No,0.147,3,2.87
4095,Customer Support,1,AI,21,No,4,3,Low,No,0.19,1,1.205
4096,HR,4,AI,20,Yes,4,1,High,No,0.2,3,2.2
4097,HR,3,Human,12,Yes,2,2,Medium,No,0.167,2,1.86
4098,HR,4,AI,6,Yes,1,2,Medium,No,0.167,2,2.2300000000000004
4099,Technical,2,Human,16,Yes,3,3,Medium,Yes,0.188,2,1.68
4100,Technical,2,AI,57,Yes,2,3,Low,No,0.035,1,1.7850000000000001
4101,Technical,2,Human,55,Yes,2,0,Low,No,0.036,1,1.175
4102,Billing,1,AI,38,Yes,1,1,High,No,0.026,3,1.09
4103,Billing,1,AI,58,Yes,3,3,High,No,0.052,3,1.59
4104,Billing,3,Human,44,Yes,5,1,Low,No,0.114,1,1.7200000000000002
4105,Customer Support,3,Human,57,Yes,5,2,Low,No,0.088,1,1.9850000000000003
4106,HR,4,Human,31,Yes,5,0,Medium,No,0.161,2,1.955
4107,Customer Support,5,Human,34,Yes,1,1,Medium,No,0.029,2,2.5700000000000003
4108,HR,4,AI,58,Yes,2,0,High,No,0.034,3,2.1900000000000004
4109,Technical,2,AI,33,Yes,2,0,Medium,No,0.061,2,1.165
4110,HR,5,AI,38,Yes,5,1,High,No,0.132,3,2.6900000000000004
4111,Customer Support,4,AI,7,Yes,4,1,Low,No,0.571,1,1.935
4112,Technical,4,Human,52,Yes,1,3,High,No,0.019,3,2.76
4113,HR,2,AI,46,Yes,5,2,High,No,0.109,3,1.7300000000000002
4114,HR,4,Human,26,No,1,1,Medium,No,0.038,2,2.13
4115,Technical,2,AI,52,Yes,4,1,Low,No,0.077,1,1.36
4116,Technical,2,AI,58,Yes,5,0,Medium,No,0.086,2,1.29
4117,HR,5,AI,9,Yes,1,0,Low,No,0.111,1,2.145
4118,Billing,3,Human,18,Yes,3,1,Low,No,0.167,1,1.5900000000000003
4119,Billing,1,AI,35,Yes,5,3,High,No,0.143,3,1.4750000000000003
4120,HR,3,AI,12,Yes,3,3,Low,No,0.25,1,1.9600000000000004
4121,Technical,4,Human,12,Yes,5,3,High,No,0.417,3,2.5600000000000005
4122,HR,1,AI,44,Yes,1,2,High,No,0.023,3,1.32
4123,Technical,5,Human,22,Yes,1,2,Medium,No,0.045,2,2.71
4124,HR,2,AI,58,Yes,4,0,Medium,No,0.069,2,1.29
4125,Customer Support,1,Human,33,No,1,0,Medium,No,0.03,2,0.7650000000000001
4126,Customer Support,4,AI,21,No,4,2,Low,No,0.19,1,2.205
4127,HR,3,Human,58,No,2,3,Low,No,0.034,1,2.1900000000000004
4128,HR,5,AI,15,Yes,4,0,High,No,0.267,3,2.375
4129,Technical,1,Human,17,Yes,3,3,Low,Yes,0.176,1,1.185
4130,Billing,4,AI,39,Yes,5,2,Low,No,0.128,1,2.2950000000000004
4131,Billing,5,AI,7,Yes,2,1,Medium,No,0.286,2,2.4350000000000005
4132,HR,3,AI,14,Yes,2,0,High,No,0.143,3,1.5700000000000003
4133,HR,4,AI,54,Yes,1,1,Low,No,0.019,1,2.1700000000000004
4134,Technical,3,AI,39,Yes,1,0,High,No,0.026,3,1.6950000000000003
4135,Technical,2,Human,59,Yes,5,0,Medium,No,0.085,2,1.295
4136,HR,2,Human,60,No,1,3,Low,No,0.017,1,1.8000000000000003
4137,Technical,3,Human,42,Yes,3,3,Low,No,0.071,1,2.1100000000000003
4138,HR,1,Human,52,Yes,2,1,Medium,No,0.038,2,1.06
4139,Customer Support,5,Human,9,Yes,4,1,Medium,No,0.444,2,2.4450000000000003
4140,Technical,1,AI,9,No,5,2,High,Yes,0.556,3,1.145
4141,Technical,4,Human,20,Yes,4,2,High,No,0.2,3,2.4000000000000004
4142,HR,3,Human,8,Yes,2,3,Low,No,0.25,1,1.9400000000000004
4143,HR,2,Human,38,Yes,1,0,Low,No,0.026,1,1.09
4144,Customer Support,4,Human,26,Yes,3,0,High,No,0.115,3,2.0300000000000002
4145,Customer Support,5,AI,32,Yes,2,3,Medium,No,0.062,2,2.9600000000000004
4146,Customer Support,5,AI,12,Yes,4,0,High,No,0.333,3,2.3600000000000003
4147,Technical,3,AI,37,Yes,5,0,High,No,0.135,3,1.6850000000000003
4148,Customer Support,2,Human,36,Yes,3,1,Low,No,0.083,1,1.28
4149,Customer Support,4,AI,58,Yes,5,2,High,No,0.086,3,2.59
4150,Billing,2,Human,49,Yes,3,1,Low,No,0.061,1,1.345
4151,HR,1,AI,58,Yes,4,0,Low,No,0.069,1,0.7899999999999999
4152,Billing,2,AI,9,Yes,5,3,Medium,Yes,0.556,2,1.6450000000000002
4153,HR,3,Human,20,Yes,4,2,High,No,0.2,3,2.0
4154,HR,5,AI,8,Yes,4,0,Medium,No,0.5,2,2.24
4155,Customer Support,5,AI,42,Yes,3,1,High,No,0.071,3,2.71
4156,Technical,5,Human,39,Yes,2,3,Medium,No,0.051,2,2.995
4157,Technical,1,AI,24,Yes,2,1,Medium,No,0.083,2,0.9199999999999999
4158,HR,2,Human,42,Yes,5,0,Medium,No,0.119,2,1.21
4159,Technical,2,AI,21,Yes,4,1,Medium,No,0.19,2,1.305
4160,Technical,1,Human,8,No,4,1,Low,Yes,0.5,1,0.74
4161,Billing,2,AI,13,No,2,3,High,Yes,0.154,3,1.7650000000000001
4162,Customer Support,4,Human,14,Yes,5,3,Low,No,0.357,1,2.3700000000000006
4163,Customer Support,2,Human,7,Yes,4,3,Low,Yes,0.571,1,1.5350000000000001
4164,HR,1,AI,45,Yes,2,1,Medium,No,0.044,2,1.025
4165,Billing,1,Human,13,Yes,3,3,Low,Yes,0.231,1,1.1650000000000003
4166,HR,1,Human,48,Yes,4,1,Low,No,0.083,1,0.9400000000000001
4167,Technical,3,Human,40,Yes,3,2,Low,No,0.075,1,1.9000000000000004
4168,Technical,4,Human,25,Yes,5,0,Medium,No,0.2,2,1.925
4169,HR,3,Human,48,Yes,4,2,Low,No,0.083,1,1.9400000000000004
4170,Billing,3,Human,57,Yes,1,2,Medium,No,0.018,2,2.0850000000000004
4171,Billing,2,Human,32,No,5,0,Medium,No,0.156,2,1.1600000000000001
4172,Technical,4,AI,27,Yes,4,1,High,No,0.148,3,2.2350000000000003
4173,Billing,4,Human,5,Yes,1,2,Low,No,0.2,1,2.125
4174,HR,2,AI,45,No,5,3,Medium,No,0.111,2,1.825
4175,Customer Support,5,Human,25,Yes,4,2,High,No,0.16,3,2.825
4176,Customer Support,2,AI,32,No,3,1,Medium,No,0.094,2,1.36
4177,HR,1,Human,49,Yes,5,1,High,No,0.102,3,1.145
4178,Customer Support,1,AI,8,Yes,4,2,High,Yes,0.5,3,1.1400000000000001
4179,Technical,1,AI,33,Yes,1,1,Low,No,0.03,1,0.8650000000000001
4180,Technical,2,Human,40,No,2,0,High,No,0.05,3,1.3
4181,Technical,4,AI,38,Yes,4,3,Medium,No,0.105,2,2.5900000000000003
4182,Customer Support,3,Human,59,Yes,1,0,Low,No,0.017,1,1.5950000000000002
4183,Billing,3,Human,56,No,3,2,Low,No,0.054,1,1.9800000000000004
4184,Customer Support,4,AI,8,Yes,4,1,Medium,No,0.5,2,2.04
4185,Technical,1,Human,25,No,4,3,High,No,0.16,3,1.425
4186,Customer Support,3,Human,54,Yes,2,1,Medium,No,0.037,2,1.87
4187,Technical,4,AI,55,No,5,3,Medium,No,0.091,2,2.6750000000000003
4188,HR,5,AI,50,Yes,3,3,Medium,No,0.06,2,3.0500000000000003
4189,Billing,3,Human,31,Yes,2,0,Medium,No,0.065,2,1.5550000000000002
4190,Billing,4,AI,60,No,1,1,Low,No,0.017,1,2.2
4191,Billing,4,Human,50,Yes,5,2,Medium,No,0.1,2,2.45
4192,HR,4,AI,58,Yes,2,0,Medium,No,0.034,2,2.0900000000000003
4193,Billing,4,AI,42,Yes,4,2,Medium,No,0.095,2,2.41
4194,HR,1,AI,22,Yes,2,1,Medium,No,0.091,2,0.9099999999999999
4195,Customer Support,5,AI,39,Yes,5,3,High,No,0.128,3,3.0949999999999998
4196,Billing,2,AI,46,Yes,2,3,Medium,No,0.043,2,1.83
4197,Technical,5,Human,49,Yes,5,2,Medium,No,0.102,2,2.845
4198,Technical,4,AI,22,Yes,4,2,High,No,0.182,3,2.41
4199,Billing,5,AI,54,Yes,3,1,Medium,No,0.056,2,2.6700000000000004
4200,Billing,1,AI,40,Yes,3,1,Low,No,0.075,1,0.9
4201,Billing,5,AI,23,Yes,3,3,High,No,0.13,3,3.0150000000000006
4202,Technical,1,AI,46,Yes,4,3,Medium,No,0.087,2,1.43
4203,Customer Support,4,AI,17,Yes,2,2,Low,No,0.118,1,2.185
4204,Billing,2,AI,28,Yes,5,3,High,No,0.179,3,1.84
4205,Billing,3,Human,57,Yes,1,2,High,No,0.018,3,2.1850000000000005
4206,HR,2,Human,49,Yes,5,2,High,No,0.102,3,1.7449999999999999
4207,Technical,4,AI,56,No,3,0,Low,No,0.054,1,1.9800000000000002
4208,Customer Support,4,Human,50,Yes,4,3,Medium,No,0.08,2,2.6500000000000004
4209,Billing,1,AI,25,Yes,1,0,Low,No,0.04,1,0.625
4210,Technical,2,Human,57,Yes,5,3,Low,No,0.088,1,1.7850000000000001
4211,Billing,5,Human,19,Yes,2,0,Medium,No,0.105,2,2.2950000000000004
4212,HR,2,AI,11,Yes,5,0,High,Yes,0.455,3,1.155
4213,Billing,3,AI,17,No,3,2,Medium,No,0.176,2,1.885
4214,HR,2,Human,44,Yes,2,0,High,No,0.045,3,1.32
4215,Customer Support,1,AI,39,Yes,4,1,Low,No,0.103,1,0.8949999999999999
4216,Technical,5,Human,52,Yes,1,1,Medium,No,0.019,2,2.66
4217,Customer Support,4,Human,29,Yes,4,2,Low,No,0.138,1,2.245
4218,Customer Support,3,AI,24,Yes,3,1,Medium,No,0.125,2,1.7200000000000002
4219,Customer Support,1,AI,45,Yes,3,1,High,No,0.067,3,1.125
4220,Billing,4,AI,47,Yes,4,3,Medium,No,0.085,2,2.6350000000000002
4221,Billing,4,Human,35,Yes,4,2,High,No,0.114,3,2.4750000000000005
4222,HR,2,Human,51,Yes,3,0,High,No,0.059,3,1.3550000000000002
4223,Technical,2,AI,36,Yes,2,2,High,No,0.056,3,1.68
4224,HR,3,AI,60,Yes,3,3,High,No,0.05,3,2.4000000000000004
4225,Billing,3,Human,12,Yes,3,1,High,No,0.25,3,1.7600000000000002
4226,Customer Support,1,Human,24,No,4,3,Medium,No,0.167,2,1.32
4227,Customer Support,3,Human,48,Yes,5,2,Low,No,0.104,1,1.9400000000000004
4228,HR,2,AI,39,Yes,5,1,Medium,No,0.128,2,1.395
4229,Customer Support,2,AI,19,Yes,4,2,Low,Yes,0.211,1,1.395
4230,Technical,4,AI,10,Yes,4,3,Low,No,0.4,1,2.35
4231,Billing,5,Human,26,No,1,1,High,No,0.038,3,2.63
4232,Billing,2,AI,31,No,4,3,Medium,No,0.129,2,1.7550000000000001
4233,Technical,4,Human,38,Yes,3,3,High,No,0.079,3,2.6900000000000004
4234,Billing,4,AI,45,Yes,4,1,Low,No,0.089,1,2.1250000000000004
4235,Customer Support,4,Human,33,Yes,3,1,High,No,0.091,3,2.265
4236,Technical,2,Human,42,Yes,3,3,Medium,No,0.071,2,1.81
4237,Customer Support,3,AI,53,Yes,2,2,High,No,0.038,3,2.165
4238,Customer Support,5,Human,45,No,3,3,High,No,0.067,3,3.125
4239,Billing,5,AI,6,Yes,1,2,Low,No,0.167,1,2.53
4240,Billing,2,Human,14,Yes,1,0,Medium,Yes,0.071,2,1.07
4241,Customer Support,1,AI,13,Yes,2,3,Medium,Yes,0.154,2,1.2650000000000001
4242,Billing,1,Human,45,Yes,4,0,High,No,0.089,3,0.925
4243,HR,4,AI,15,Yes,3,0,Low,No,0.2,1,1.7750000000000001
4244,Customer Support,1,Human,50,Yes,3,3,Medium,No,0.06,2,1.45
4245,Technical,2,Human,34,Yes,4,1,Medium,No,0.118,2,1.3699999999999999
4246,Billing,1,AI,51,Yes,2,3,Low,No,0.039,1,1.3550000000000002
4247,Technical,3,Human,38,Yes,4,0,Medium,No,0.105,2,1.59
4248,Customer Support,2,Human,43,Yes,5,1,High,No,0.116,3,1.5150000000000001
4249,Technical,2,Human,22,Yes,3,1,Medium,No,0.136,2,1.31
4250,Technical,3,Human,56,Yes,1,0,High,No,0.018,3,1.7800000000000002
4251,Technical,3,AI,17,Yes,4,2,Medium,No,0.235,2,1.885
4252,HR,4,Human,9,Yes,3,0,Medium,No,0.333,2,1.845
4253,HR,1,Human,49,Yes,2,0,Low,No,0.041,1,0.745
4254,HR,2,AI,30,Yes,5,3,High,No,0.167,3,1.8500000000000003
4255,Billing,4,AI,18,Yes,2,2,Low,No,0.111,1,2.1900000000000004
4256,Billing,1,Human,58,Yes,1,0,High,No,0.017,3,0.99
4257,Billing,4,Human,32,Yes,1,3,Low,No,0.031,1,2.4600000000000004
4258,Billing,2,Human,20,Yes,5,3,High,Yes,0.25,3,1.8
4259,Technical,2,AI,54,Yes,2,2,Low,No,0.037,1,1.5700000000000003
4260,Billing,1,Human,44,No,3,3,High,No,0.068,3,1.5200000000000002
4261,Billing,2,AI,56,Yes,3,1,Low,No,0.054,1,1.3800000000000001
4262,Customer Support,1,Human,14,Yes,3,1,Low,Yes,0.214,1,0.77
4263,Billing,4,Human,54,Yes,4,2,High,No,0.074,3,2.5700000000000003
4264,HR,5,Human,45,Yes,4,1,Medium,No,0.089,2,2.6250000000000004
4265,Billing,2,AI,54,Yes,3,3,Low,No,0.056,1,1.7700000000000002
4266,Billing,3,Human,56,Yes,4,3,High,No,0.071,3,2.38
4267,HR,5,AI,55,Yes,5,0,Medium,No,0.091,2,2.475
4268,Billing,3,Human,47,Yes,5,2,High,No,0.106,3,2.135
4269,HR,2,AI,21,Yes,1,3,Medium,No,0.048,2,1.705
4270,Customer Support,3,Human,9,Yes,3,1,Low,No,0.333,1,1.5450000000000002
4271,HR,1,AI,24,Yes,3,1,Medium,No,0.125,2,0.9199999999999999
4272,Customer Support,2,Human,45,Yes,2,3,Medium,No,0.044,2,1.825
4273,Technical,1,AI,51,Yes,3,1,Low,No,0.059,1,0.955
